Date,Open,High,Low,Close,Adj Close,Volume,Company
4/10/2021,53.93,54.99,53.07,53.81,49.88,102314700,Intel
11/10/2021,53.81,54.49,51.87,54.46,50.48,117534900,Intel
18/10/2021,54.19,56.07,49.14,49.46,45.84,206013600,Intel
25/10/2021,49.83,50.07,47.87,49,45.42,226283900,Intel
1/11/2021,49.4,51.58,49,50.92,47.2,140791300,Intel
8/11/2021,51.46,51.99,50.18,50.31,46.96,128501700,Intel
15/11/2021,50.41,51.15,48.97,49.52,46.22,137436300,Intel
22/11/2021,49.55,50.85,48.12,48.78,45.53,129407700,Intel
29/11/2021,49.3,50.4,48.33,49.25,45.97,185498900,Intel
6/12/2021,49.48,55,49.18,50.59,47.22,224688700,Intel
13/12/2021,50.85,51.4,49.32,50.62,47.25,185672200,Intel
20/12/2021,49.91,51.73,48.96,51.31,47.89,110602700,Intel
27/12/2021,51.35,52.16,51.3,51.5,48.07,89129000,Intel
3/1/2022,51.65,56.17,51.6,53.44,49.88,205123400,Intel
10/1/2022,53.97,56.28,53.31,55.7,51.99,177949700,Intel
17/1/2022,55.31,55.65,51.94,52.04,48.57,140863900,Intel
24/1/2022,51.48,52.72,46.3,47.73,44.55,314777400,Intel
31/1/2022,47.68,49.69,47.13,48.01,44.81,199754500,Intel
7/2/2022,48.13,49.97,47.5,47.63,44.79,160797900,Intel
14/2/2022,47.92,48.49,44.51,45.04,42.36,198868400,Intel
21/2/2022,44.69,47.79,43.63,47.71,44.87,207276400,Intel
28/2/2022,47,48.99,46.22,48.07,45.21,217436200,Intel
7/3/2022,48.01,48.72,45.77,45.83,43.1,188242200,Intel
14/3/2022,45.9,47.6,44.07,47.45,44.62,184120400,Intel
21/3/2022,47.46,51.98,47.07,51.83,48.74,182878300,Intel
28/3/2022,51.36,52.51,47.33,48.11,45.25,165156300,Intel
4/4/2022,48.17,49.23,46.77,47.02,44.22,127367100,Intel
11/4/2022,46.9,47.91,45.62,45.67,42.95,118567000,Intel
18/4/2022,45.53,48.9,45.52,46.54,43.77,135400100,Intel
25/4/2022,46.21,47.27,43.5,43.59,40.99,211539700,Intel
2/5/2022,43.72,46.64,43.51,44.3,41.66,224143800,Intel
9/5/2022,43.81,44.74,42.01,43.6,41.33,202411200,Intel
16/5/2022,43.42,44.42,40.31,41.65,39.48,162870200,Intel
23/5/2022,41.69,44.55,41.1,44.55,42.23,142700100,Intel
30/5/2022,44.25,44.93,43.34,43.39,41.13,132899300,Intel
6/6/2022,43.81,44.04,39.18,39.18,37.14,192369100,Intel
13/6/2022,38.55,39.17,36.6,36.97,35.04,236309600,Intel
20/6/2022,37.36,38.64,36.91,38.61,36.6,134898800,Intel
27/6/2022,38.87,39.06,35.88,36.34,34.45,168584000,Intel
4/7/2022,35.93,38.33,35.54,37.99,36.01,115205000,Intel
11/7/2022,37.66,38.67,36.29,38.62,36.61,153092800,Intel
18/7/2022,39.1,40.73,38.53,39.2,37.16,191308800,Intel
25/7/2022,39.28,40.42,35.24,36.31,34.42,292715200,Intel
1/8/2022,36.05,37.69,35.18,35.39,33.55,260208100,Intel
8/8/2022,35.36,36.29,34.4,36.11,34.57,205225100,Intel
15/8/2022,36.1,36.58,35.19,35.38,33.88,135600600,Intel
22/8/2022,35,35.06,33.35,33.36,31.94,181449500,Intel
29/8/2022,33.23,33.41,31.06,31.22,29.89,188567800,Intel
5/9/2022,31.39,31.5,29.91,31.46,30.12,155748100,Intel
12/9/2022,31.74,31.86,28.42,29.24,28,263157700,Intel
19/9/2022,29.02,29.59,27.19,27.52,26.35,183842000,Intel
26/9/2022,27.56,27.7,25.74,25.77,24.67,214993500,Intel
3/10/2022,26.33,27.84,25.65,25.72,24.63,207844300,Intel
10/10/2022,25.94,26.84,24.59,25.91,24.81,241810700,Intel
17/10/2022,26.31,27.05,25.54,26.97,25.82,210732100,Intel
24/10/2022,26.75,29.22,26.13,29.07,27.83,261148800,Intel
31/10/2022,29.08,29.18,27.17,28.2,27,238612600,Intel
7/11/2022,28.36,30.63,27.52,30.43,29.53,213963000,Intel
14/11/2022,30.34,31.34,29,29.87,28.99,175016800,Intel
21/11/2022,29.66,30.08,28.91,29.34,28.47,96129700,Intel
28/11/2022,29.1,30.48,28.22,29.41,28.54,195144200,Intel
5/12/2022,29.42,29.75,28.07,28.24,27.4,144108900,Intel
12/12/2022,28.13,30.09,26.45,26.92,26.12,257592700,Intel
19/12/2022,26.9,26.97,25.35,26.09,25.32,168705900,Intel
26/12/2022,25.85,26.46,25.5,26.43,25.65,117699900,Intel
2/1/2023,27.05,28.83,26.37,28.73,27.88,134314400,Intel
9/1/2023,28.84,30.38,28.84,30.11,29.22,151202500,Intel
16/1/2023,30.18,30.26,28.24,29.22,28.35,151003800,Intel
23/1/2023,29.33,30.49,26.78,28.16,27.33,296555200,Intel
30/1/2023,27.72,31.17,27.53,30.32,29.42,290931800,Intel
6/2/2023,29.55,29.65,27.34,27.8,26.98,211125200,Intel
13/2/2023,27.87,28.88,27.38,27.61,27.12,144694500,Intel
20/2/2023,27.11,27.27,24.92,25.14,24.69,253426800,Intel
27/2/2023,25.55,26.48,24.73,26.4,25.93,220789900,Intel
6/3/2023,26.47,27.52,25.45,27.22,26.74,237189400,Intel
13/3/2023,26.74,31,26.61,29.81,29.28,304397600,Intel
20/3/2023,29.8,29.9,27.98,29.36,28.84,231544000,Intel
27/3/2023,29.37,32.9,28.63,32.67,32.09,287564900,Intel
3/4/2023,32.94,33.84,32.34,32.81,32.23,180920000,Intel
10/4/2023,32.6,33.11,31.65,31.89,31.32,149010200,Intel
17/4/2023,31.95,32.64,30.23,30.3,29.76,140300000,Intel
24/4/2023,30.13,32.57,28.51,31.06,30.51,258657100,Intel
1/5/2023,31.11,31.72,29.75,30.99,30.44,197051200,Intel
8/5/2023,30.7,30.84,28.72,28.95,28.55,173407500,Intel
15/5/2023,28.9,30.24,28.68,29.93,29.52,170394700,Intel
22/5/2023,29.85,30.45,26.86,29,28.6,236060100,Intel
29/5/2023,29.7,32.29,29,31.31,30.88,280282200,Intel
5/6/2023,31.31,31.99,29.7,31.34,30.91,205054400,Intel
12/6/2023,31.4,36.8,31.36,36.37,35.87,364140700,Intel
19/6/2023,36.77,37.11,32.03,33,32.55,228883200,Intel
26/6/2023,33.19,34.23,32.49,33.44,32.98,178009600,Intel
3/7/2023,33.54,33.89,31.38,31.85,31.41,123457000,Intel
10/7/2023,31.87,34.3,31.77,33.15,32.69,165388700,Intel
17/7/2023,33.16,34.84,33.07,34.02,33.55,207879500,Intel
24/7/2023,33.84,36.99,33.4,36.83,36.32,239393900,Intel
31/7/2023,36.87,37.19,34.13,35.14,34.66,170867100,Intel
7/8/2023,35.41,35.55,33.86,34.89,34.53,145670000,Intel
14/8/2023,34.67,35.71,32.18,32.75,32.42,163672700,Intel
21/8/2023,32.6,34.15,32.02,33.25,32.91,164732500,Intel
28/8/2023,33.5,36.75,33.21,36.61,36.24,170504800,Intel
4/9/2023,36.58,38.83,36.03,38.01,37.62,194937700,Intel
11/9/2023,38.24,40.07,37.62,37.88,37.49,226569000,Intel
18/9/2023,37.62,38.39,34.14,34.18,33.83,214719700,Intel
25/9/2023,34,35.91,33.64,35.55,35.19,161320600,Intel
2/10/2023,35.61,36.54,34.98,36.19,35.82,170244500,Intel
9/10/2023,35.7,37.22,35.5,35.97,35.6,114712100,Intel
16/10/2023,36.14,36.94,34.87,34.92,34.56,138129000,Intel
23/10/2023,34.6,36.38,32.15,35.54,35.18,294527800,Intel
30/10/2023,35.47,38.32,34.92,38.14,37.75,185485600,Intel
6/11/2023,38.02,38.99,37.75,38.86,38.46,177230900,Intel
13/11/2023,38.35,43.81,38.07,43.81,43.51,253548500,Intel
20/11/2023,43.78,44.93,43.3,43.96,43.65,126335300,Intel
27/11/2023,43.65,45.34,42.86,43.74,43.44,187056300,Intel
4/12/2023,43.3,43.31,41.17,42.7,42.4,186193800,Intel
11/12/2023,43.16,47.27,43.08,46.16,45.84,270131100,Intel
18/12/2023,46.15,48.16,45.4,48,47.67,159787800,Intel
25/12/2023,48.92,51.28,48.71,50.25,49.9,169407100,Intel
1/1/2024,49.2,49.38,45.24,46.89,46.56,163894000,Intel
8/1/2024,47.07,48.76,46.61,47.12,46.79,162869000,Intel
15/1/2024,46.98,48.76,45.65,48.15,47.82,179802900,Intel
22/1/2024,48.85,50.3,43.35,43.65,43.35,344749800,Intel
29/1/2024,43.71,43.99,41.6,42.6,42.3,243823700,Intel
5/2/2024,42.62,43.52,42.14,43.31,43.01,181627200,Intel
12/2/2024,43.39,45.27,42.76,43.51,43.33,197798800,Intel
19/2/2024,44.26,45.17,42.53,42.99,42.82,215849100,Intel
26/2/2024,43.5,44.27,41.91,43.82,43.64,169362300,Intel
4/3/2024,44.27,46.63,42.69,44,43.82,274469900,Intel
11/3/2024,43.87,45.27,42.35,42.64,42.47,225072900,Intel
18/3/2024,43.09,43.6,41.41,42.57,42.4,216449200,Intel
25/3/2024,40.89,44.6,40.57,44.17,43.99,191608200,Intel
1/4/2024,44.29,45.41,38.51,38.71,38.55,272675300,Intel
8/4/2024,38.64,38.86,35.6,35.69,35.55,308907700,Intel
15/4/2024,36.04,36.7,34.18,34.2,34.06,223835600,Intel
22/4/2024,34.42,35.3,30.64,31.88,31.75,326296900,Intel
29/4/2024,31.86,31.91,30.02,30.9,30.77,279228700,Intel
6/5/2024,31.12,31.45,29.73,29.85,29.73,232538300,Intel
13/5/2024,30.03,32.26,30,31.83,31.83,225414500,Intel
20/5/2024,31.85,32.42,29.87,30.72,30.72,216093500,Intel
27/5/2024,30.94,31.37,29.94,30.85,30.85,201828000,Intel
3/6/2024,31.03,31.07,29.94,30.74,30.74,199067400,Intel
10/6/2024,30.55,31.48,30.14,30.45,30.45,176009700,Intel
17/6/2024,30.34,31.47,30.18,31.09,31.09,205905300,Intel
24/6/2024,31.14,31.42,30.27,30.97,30.97,172505400,Intel
31/5/2004,15.5,15.6,14.58,15.12,15.12,29425300,AMD
7/6/2004,15.3,16.35,15.29,15.75,15.75,43107800,AMD
14/6/2004,15.75,15.75,14.35,14.88,14.88,33948100,AMD
21/6/2004,14.94,15.8,14.06,15.5,15.5,62235900,AMD
28/6/2004,15.72,16,15.09,15.27,15.27,49300100,AMD
5/7/2004,15,15.4,14.65,14.81,14.81,39869400,AMD
12/7/2004,14.71,14.71,12.55,12.64,12.64,98600100,AMD
19/7/2004,12.64,12.93,12.11,12.12,12.12,55855800,AMD
26/7/2004,12.15,12.56,11.03,12.49,12.49,65186800,AMD
2/8/2004,12.2,12.29,11.17,11.26,11.26,44912800,AMD
9/8/2004,11.75,11.75,10.76,11.06,11.06,42066200,AMD
16/8/2004,11.06,12.15,10.98,11.97,11.97,32984000,AMD
23/8/2004,12.13,12.44,11.69,11.96,11.96,31409500,AMD
30/8/2004,11.96,11.96,10.76,10.9,10.9,39187700,AMD
6/9/2004,11.1,12.29,10.83,12.21,12.21,35901400,AMD
13/9/2004,12.43,13.16,12.12,12.7,12.7,60076100,AMD
20/9/2004,12.5,13.23,12.24,12.42,12.42,41908600,AMD
27/9/2004,12.25,13.49,12.22,13.43,13.43,30635600,AMD
4/10/2004,13.52,14.22,13.09,13.5,13.5,63037600,AMD
11/10/2004,13.75,14.19,13.51,14,14,43621500,AMD
18/10/2004,13.9,15.99,13.88,15.56,15.56,80683300,AMD
25/10/2004,15.49,16.85,15.41,16.82,16.82,47501300,AMD
1/11/2004,16.88,18.1,16.45,17.09,17.09,85402900,AMD
8/11/2004,17.09,21.1,17.02,21.02,21.02,84664300,AMD
15/11/2004,20.85,22.49,20.5,20.81,20.81,83660800,AMD
22/11/2004,20.5,21.83,20,21.54,21.54,29954300,AMD
29/11/2004,21.85,23.5,20.86,23.22,23.22,66041400,AMD
6/12/2004,23.22,24.95,21.65,21.83,21.83,84665800,AMD
13/12/2004,22.55,23.13,22,22.43,22.43,39706100,AMD
20/12/2004,22.5,22.6,20.51,22.12,22.12,45176600,AMD
27/12/2004,22.26,22.37,21.55,22.02,22.02,28054400,AMD
3/1/2005,22.11,22.3,19.15,19.92,19.92,76217800,AMD
10/1/2005,20.1,20.49,14.63,15.16,15.16,191519400,AMD
17/1/2005,15.05,15.87,15.05,15.49,15.49,67304600,AMD
24/1/2005,15.6,16.32,15.11,15.71,15.71,51190900,AMD
31/1/2005,16,17.49,15.74,17.49,17.49,50247700,AMD
7/2/2005,17.53,18.45,17.13,18.11,18.11,50846300,AMD
14/2/2005,18.1,18.36,16.78,16.9,16.9,44671100,AMD
21/2/2005,16.79,17.91,16.24,17.77,17.77,57477000,AMD
28/2/2005,17.7,18.02,17.08,17.43,17.43,40093100,AMD
7/3/2005,17.34,17.75,16.3,16.36,16.36,35381100,AMD
14/3/2005,16.36,16.69,15.86,16.08,16.08,36659700,AMD
21/3/2005,16.1,16.22,15.16,16.12,16.12,32452200,AMD
28/3/2005,16.25,16.44,15.11,16.19,16.19,43065400,AMD
4/4/2005,16.18,17.38,15.67,17.09,17.09,54144600,AMD
11/4/2005,17.09,17.5,15.41,15.45,15.45,72792400,AMD
18/4/2005,15.45,15.6,14.45,14.6,14.6,50172000,AMD
25/4/2005,14.8,15.09,14.08,14.23,14.23,30868300,AMD
2/5/2005,14.21,15.02,14.21,14.9,14.9,25383400,AMD
9/5/2005,15.08,15.85,14.85,15.48,15.48,37060900,AMD
16/5/2005,15.7,16.12,15.38,16,16,27904900,AMD
23/5/2005,16.12,16.62,15.76,16.21,16.21,31207600,AMD
30/5/2005,16.15,17.34,16.15,17.08,17.08,27262400,AMD
6/6/2005,17,18.34,16.81,17.57,17.57,54655700,AMD
13/6/2005,17.45,17.7,16.58,17.44,17.44,31928100,AMD
20/6/2005,17.23,18.23,17.1,17.17,17.17,30619700,AMD
27/6/2005,17.11,17.73,16.63,17.45,17.45,30989900,AMD
4/7/2005,17.74,19.03,17.6,18.94,18.94,31936300,AMD
11/7/2005,19.05,20.17,18.71,20.01,20.01,62622800,AMD
18/7/2005,19.95,20.84,19.78,20.49,20.49,39445700,AMD
25/7/2005,20.22,20.36,19.2,20.08,20.08,35832800,AMD
1/8/2005,20.08,20.7,19.82,19.91,19.91,22415700,AMD
8/8/2005,20.08,21.3,19.91,20.7,20.7,33035100,AMD
15/8/2005,20.63,21.27,20.28,20.55,20.55,30828600,AMD
22/8/2005,20.67,21.18,20.35,21,21,23088700,AMD
29/8/2005,20.9,21.22,20.3,20.9,20.9,30471000,AMD
5/9/2005,21.05,24.03,20.96,23.85,23.85,41521400,AMD
12/9/2005,23.71,23.95,22.41,22.65,22.65,47021500,AMD
19/9/2005,22.52,23.28,21.77,22.98,22.98,45969700,AMD
26/9/2005,23.76,25.75,23.2,25.2,25.2,62507900,AMD
3/10/2005,25.47,26.07,23.59,24,24,56558200,AMD
10/10/2005,24.3,24.45,20.5,21.19,21.19,98974200,AMD
17/10/2005,21.36,21.95,20.22,21.85,21.85,49003700,AMD
24/10/2005,22,23.04,21.43,22.32,22.32,47193300,AMD
31/10/2005,22.45,24.83,22.43,24.63,24.63,47873200,AMD
7/11/2005,24.76,24.99,23.97,24.76,24.76,39594400,AMD
14/11/2005,24.76,26.95,24.76,26.74,26.74,77663000,AMD
21/11/2005,27,27.36,26.05,26.52,26.52,47769400,AMD
28/11/2005,26.68,28.25,25.3,27.95,27.95,54683200,AMD
5/12/2005,27.65,27.77,25.25,26.9,26.9,47915100,AMD
12/12/2005,27.2,28.37,26.66,28.17,28.17,43279900,AMD
19/12/2005,27.81,30.65,27.67,30.5,30.5,49062500,AMD
26/12/2005,30.77,31.84,30.16,30.6,30.6,37188100,AMD
2/1/2006,31.02,34.25,30.88,33.78,33.78,55065700,AMD
9/1/2006,33.75,37.46,32.91,34.13,34.13,91077000,AMD
16/1/2006,32.46,38.4,32.15,35.7,35.7,124685900,AMD
23/1/2006,35.85,40.79,34.67,39.85,39.85,104764500,AMD
30/1/2006,39.62,42.42,39.44,39.54,39.54,76902800,AMD
6/2/2006,40.1,42.09,39.17,40.1,40.1,56112800,AMD
13/2/2006,39.88,41.82,38.32,40.33,40.33,67056200,AMD
20/2/2006,40.58,41.2,39.37,40.54,40.54,47484800,AMD
27/2/2006,40.7,42.7,38.62,39.51,39.51,92662900,AMD
6/3/2006,39.9,40.25,35.6,36.63,36.63,90433400,AMD
13/3/2006,35.5,36,32.59,33.95,33.95,129773800,AMD
20/3/2006,33.94,36.16,33.52,36.13,36.13,80764500,AMD
27/3/2006,35.96,36.08,32.95,33.16,33.16,76536300,AMD
3/4/2006,32.2,35.4,32.17,33.69,33.69,73198900,AMD
10/4/2006,33.62,35.75,31.61,31.8,31.8,107012600,AMD
17/4/2006,31.94,32.24,29.97,31.73,31.73,104034800,AMD
24/4/2006,31.9,33.76,31.41,32.35,32.35,60728600,AMD
1/5/2006,32.52,34.5,31.78,34.43,34.43,40591700,AMD
8/5/2006,34.05,34.42,31.25,31.66,31.66,58720500,AMD
15/5/2006,31.6,34.96,29.68,34.95,34.95,115052000,AMD
22/5/2006,34.45,34.75,30.25,31.63,31.63,88892400,AMD
29/5/2006,31.39,31.92,29.95,30.1,30.1,58066000,AMD
5/6/2006,30.05,30.14,26.23,26.75,26.75,98042700,AMD
12/6/2006,26.8,26.97,24.37,25.64,25.64,88255700,AMD
19/6/2006,25.85,26.02,24.62,25.14,25.14,53975600,AMD
26/6/2006,25.3,25.38,23.46,24.42,24.42,64224200,AMD
3/7/2006,24.48,24.72,22.45,23.56,23.56,57696100,AMD
10/7/2006,23.71,23.91,21.23,21.6,21.6,80218400,AMD
17/7/2006,21.35,22.1,18.23,18.26,18.26,122463100,AMD
24/7/2006,17.62,19.1,16.9,19.1,19.1,144609100,AMD
31/7/2006,19.28,21.2,18.84,20.47,20.47,98275600,AMD
7/8/2006,20.28,20.85,19.37,19.78,19.78,68193800,AMD
14/8/2006,19.93,24.76,19.59,23.93,23.93,140957700,AMD
21/8/2006,23.67,25.72,23.29,24.56,24.56,107253400,AMD
28/8/2006,24.54,25.25,23.7,24.66,24.66,71888400,AMD
4/9/2006,25.2,26.23,23.72,25.8,25.8,99052400,AMD
11/9/2006,25.48,27.65,25.36,26.53,26.53,97174200,AMD
18/9/2006,26.58,27.9,25.64,26.21,26.21,85463500,AMD
25/9/2006,26.4,27.17,24.66,24.85,24.85,108546800,AMD
2/10/2006,24.67,25.24,23.79,24.01,24.01,89378600,AMD
9/10/2006,24.25,25.4,22.87,25.23,25.23,129984800,AMD
16/10/2006,25.35,25.69,20,20.12,20.12,229298800,AMD
23/10/2006,20.22,21.79,20.15,20.86,20.86,163099100,AMD
30/10/2006,20.96,21.57,20.56,20.88,20.88,95568300,AMD
6/11/2006,21.12,21.98,20.8,21.07,21.07,90924500,AMD
13/11/2006,21.06,21.95,20.79,21.45,21.45,98504200,AMD
20/11/2006,21.41,21.97,21.05,21.8,21.8,57073800,AMD
27/11/2006,21.72,22.33,20.41,20.69,20.69,116905100,AMD
4/12/2006,21,21.73,20.65,20.93,20.93,89286700,AMD
11/12/2006,21.02,23,19.9,22.12,22.12,170201800,AMD
18/12/2006,22.05,22.21,20.68,20.77,20.77,88154600,AMD
25/12/2006,20.89,20.89,20.3,20.35,20.35,36727900,AMD
1/1/2007,20.08,20.4,19.32,19.71,19.71,67905200,AMD
8/1/2007,19.71,20.63,17.62,18.26,18.26,196556100,AMD
15/1/2007,18.15,18.35,17.66,17.73,17.73,103589100,AMD
22/1/2007,17.59,17.7,15.93,16.22,16.22,184021600,AMD
29/1/2007,16.21,16.23,15.52,15.69,15.69,124386500,AMD
5/2/2007,15.74,15.8,14.8,14.9,14.9,122907700,AMD
12/2/2007,14.96,15.13,14.47,14.94,14.94,102047100,AMD
19/2/2007,14.93,15.01,14.43,14.69,14.69,95604700,AMD
26/2/2007,14.83,15.73,14.13,14.18,14.18,217226300,AMD
5/3/2007,13.6,14.35,13.53,14.2,14.2,111971700,AMD
12/3/2007,14.09,14.27,13.7,14.01,14.01,97714700,AMD
19/3/2007,14.01,14.05,13.32,13.5,13.5,133277400,AMD
26/3/2007,13.55,13.73,12.96,13.06,13.06,91562900,AMD
2/4/2007,13.08,13.09,12.6,12.86,12.86,64263100,AMD
9/4/2007,13.4,13.79,13.13,13.57,13.57,170325800,AMD
16/4/2007,13.6,14.75,13.37,14.16,14.16,182699900,AMD
23/4/2007,14.03,14.73,13.6,14.32,14.32,239617200,AMD
30/4/2007,14.27,14.28,13.35,13.53,13.53,119104900,AMD
7/5/2007,13.58,14.69,13,14.68,14.68,166441500,AMD
14/5/2007,14.94,15.95,14.84,15.59,15.59,174575800,AMD
21/5/2007,15.63,15.77,14.59,14.76,14.76,108991500,AMD
28/5/2007,14.97,15,14.22,14.31,14.31,74278200,AMD
4/6/2007,14.25,14.4,13.56,14.07,14.07,148177800,AMD
11/6/2007,14.12,14.25,13.53,13.63,13.63,114873200,AMD
18/6/2007,13.65,14.88,13.28,14.57,14.57,160468900,AMD
25/6/2007,14.68,14.83,14.05,14.3,14.3,103553000,AMD
2/7/2007,14.26,14.49,14.11,14.39,14.39,61469400,AMD
9/7/2007,14.53,15.5,14.34,15.43,15.43,123535500,AMD
16/7/2007,15.45,16.19,15.02,15.5,15.5,190347300,AMD
23/7/2007,15.51,15.69,13.84,13.87,13.87,199543300,AMD
30/7/2007,14.02,14.08,12.85,12.85,12.85,142370900,AMD
6/8/2007,12.91,13.6,12.38,13.01,13.01,189120000,AMD
13/8/2007,13.22,13.22,11.27,11.89,11.89,156190300,AMD
20/8/2007,12.05,12.44,11.82,12.13,12.13,103861000,AMD
27/8/2007,12.08,13.04,11.66,13,13,111944800,AMD
3/9/2007,13.17,13.44,12.55,12.61,12.61,73559700,AMD
10/9/2007,12.92,13.13,12.57,12.69,12.69,98804800,AMD
17/9/2007,12.85,13.53,12.7,13.24,13.24,109523000,AMD
24/9/2007,13.34,13.92,13.12,13.2,13.2,111767200,AMD
1/10/2007,13.25,13.9,12.8,13.63,13.63,107602800,AMD
8/10/2007,13.55,14.23,13.5,13.94,13.94,101575300,AMD
15/10/2007,13.9,14.73,13.62,13.8,13.8,145963600,AMD
22/10/2007,13.6,13.9,12.55,12.89,12.89,96285800,AMD
29/10/2007,12.98,13.22,12.68,13.17,13.17,57935800,AMD
5/11/2007,13.06,13.8,12.05,12.37,12.37,104624000,AMD
12/11/2007,12.32,13.27,11.92,12.64,12.64,98663000,AMD
19/11/2007,12.54,12.61,10.52,10.78,10.78,106377200,AMD
26/11/2007,10.83,10.92,9.65,9.76,9.76,165894800,AMD
3/12/2007,9.82,9.9,8.79,9.05,9.05,180030400,AMD
10/12/2007,9.12,9.53,8.42,8.43,8.43,175215000,AMD
17/12/2007,8.4,8.42,7.54,7.79,7.79,167098900,AMD
24/12/2007,7.78,7.88,7.3,7.32,7.32,56467800,AMD
31/12/2007,7.26,7.6,6.1,6.25,6.25,151989900,AMD
7/1/2008,6.37,6.44,5.31,6.25,6.25,217403800,AMD
14/1/2008,6.48,7.15,5.8,7.07,7.07,213544500,AMD
21/1/2008,6.57,7.79,6.57,7.15,7.15,138153400,AMD
28/1/2008,7.1,8.03,6.98,8,8,110021000,AMD
4/2/2008,8.07,8.08,6.22,6.34,6.34,141889200,AMD
11/2/2008,6.36,6.93,6.23,6.45,6.45,106121700,AMD
18/2/2008,6.64,7.18,6.45,6.71,6.71,91808800,AMD
25/2/2008,6.64,7.48,6.64,7.21,7.21,103090400,AMD
3/3/2008,7.21,7.21,6.31,6.49,6.49,137548500,AMD
10/3/2008,6.6,6.83,6.13,6.38,6.38,113462800,AMD
17/3/2008,6.21,6.54,6.07,6.11,6.11,86979700,AMD
24/3/2008,6.2,6.34,5.76,5.91,5.91,97830700,AMD
31/3/2008,5.82,6.37,5.78,6.23,6.23,126023300,AMD
7/4/2008,6.31,6.48,5.95,6.01,6.01,158496800,AMD
14/4/2008,6.06,6.39,5.61,6.11,6.11,126946000,AMD
21/4/2008,6.1,6.14,5.83,6.06,6.06,83809800,AMD
28/4/2008,6.06,6.34,5.93,6.16,6.16,68434500,AMD
5/5/2008,6.16,7.41,6.11,6.94,6.94,189731500,AMD
12/5/2008,6.97,7.48,6.97,7.26,7.26,99039900,AMD
19/5/2008,7.31,7.48,6.76,6.88,6.88,80373400,AMD
26/5/2008,6.91,7.07,6.71,6.88,6.88,64768700,AMD
2/6/2008,6.88,7.79,6.72,7.43,7.43,130145300,AMD
9/6/2008,7.57,7.98,6.92,7.52,7.52,118390000,AMD
16/6/2008,7.47,7.94,6.96,6.99,6.99,108982600,AMD
23/6/2008,7.13,7.17,5.85,5.95,5.95,146863800,AMD
30/6/2008,6.01,6.04,5.01,5.3,5.3,108552700,AMD
7/7/2008,5.47,5.67,4.6,4.84,4.84,166471400,AMD
14/7/2008,4.92,5.32,4.53,4.65,4.65,168324600,AMD
21/7/2008,4.73,4.75,4.27,4.36,4.36,108868100,AMD
28/7/2008,4.38,4.39,4.05,4.28,4.28,95696100,AMD
4/8/2008,4.31,5.26,4.29,5.13,5.13,99606700,AMD
11/8/2008,5.1,5.87,5,5.64,5.64,117924400,AMD
18/8/2008,5.7,6,5.52,5.81,5.81,110656000,AMD
25/8/2008,5.93,6.35,5.82,6.29,6.29,84236300,AMD
1/9/2008,6.37,6.47,5.34,5.96,5.96,97988500,AMD
8/9/2008,6.23,6.3,5.51,5.75,5.75,96616600,AMD
15/9/2008,5.31,5.68,4.8,5.42,5.42,119765100,AMD
22/9/2008,5.4,5.42,4.85,5.16,5.16,94908400,AMD
29/9/2008,5,6,3,4.53,4.53,142134700,AMD
6/10/2008,4.26,5.56,3.51,3.81,3.81,214399300,AMD
13/10/2008,4.24,4.52,3.65,4.21,4.21,135018900,AMD
20/10/2008,4.25,4.31,2.78,3.03,3.03,101676800,AMD
27/10/2008,2.96,3.71,2.65,3.5,3.5,102439000,AMD
3/11/2008,3.59,3.87,3.06,3.16,3.16,88343100,AMD
10/11/2008,3.29,3.29,2.3,2.43,2.43,91290000,AMD
17/11/2008,2.5,2.69,1.62,1.82,1.82,90570400,AMD
24/11/2008,1.9,2.37,1.75,2.36,2.36,71895700,AMD
1/12/2008,2.31,2.37,1.92,2.13,2.13,113776100,AMD
8/12/2008,2.25,2.32,2.01,2.28,2.28,82141900,AMD
15/12/2008,2.26,2.35,2.15,2.27,2.27,51778000,AMD
22/12/2008,2.26,2.26,1.93,2.18,2.18,38916700,AMD
29/12/2008,2.26,2.43,2.06,2.38,2.38,45323100,AMD
5/1/2009,2.37,2.85,2.35,2.69,2.69,80359200,AMD
12/1/2009,2.69,2.69,2.05,2.29,2.29,80269400,AMD
19/1/2009,2.23,2.29,1.86,2.07,2.07,72951400,AMD
26/1/2009,2.08,2.45,2,2.19,2.19,67540900,AMD
2/2/2009,2.15,2.51,2.07,2.41,2.41,61805500,AMD
9/2/2009,2.36,2.46,2,2.42,2.42,73370900,AMD
16/2/2009,2.3,2.5,2,2.03,2.03,59188200,AMD
23/2/2009,2.09,2.28,2.01,2.18,2.18,61680300,AMD
2/3/2009,2.13,2.33,2.01,2.14,2.14,75160500,AMD
9/3/2009,2.11,2.6,2.1,2.52,2.52,65897100,AMD
16/3/2009,2.51,3.19,2.43,2.67,2.67,96614300,AMD
23/3/2009,2.87,3.78,2.83,3.37,3.37,102707200,AMD
30/3/2009,3.2,3.43,2.92,3.43,3.43,103101600,AMD
6/4/2009,3.3,3.92,3.25,3.75,3.75,62793400,AMD
13/4/2009,3.75,3.85,3.32,3.56,3.56,68698800,AMD
20/4/2009,3.43,3.75,3.17,3.51,3.51,85792300,AMD
27/4/2009,3.43,3.9,3.35,3.82,3.82,70047300,AMD
4/5/2009,3.9,4.45,3.83,3.93,3.93,90426800,AMD
11/5/2009,3.9,4.67,3.87,4.01,4.01,154609600,AMD
